scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
recovery,synthetic-recovery,kp-160,11.416667,-5,24724.198267,569794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.5,-5,24657.5316,568294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.583333,-5,24590.864933,566794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.666667,-5,24524.198267,565294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.75,-5,24457.5316,563794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.833333,-5,24390.864933,562294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.916667,-5,24324.198267,560794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12,-5,24257.5316,559294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.083333,-5,24190.864933,557794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.166667,-5,24124.198267,556294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.25,-5,24057.5316,554794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.333333,-5,23990.864933,553294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.416667,-5,23924.198267,551794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.5,-5,23857.5316,550294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.583333,-5,23790.864933,548794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.666667,-5,23724.198267,547294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.75,-5,23657.5316,545794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.833333,-5,23590.864933,544294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,12.916667,-5,23524.198267,542794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13,-5,23457.5316,541294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.083333,-5,23390.864933,539794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.166667,-5,23324.198267,538294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.25,-5,23257.5316,536794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.333333,-5,23190.864933,535294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.416667,-5,23124.198267,533794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.5,-5,23057.5316,532294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.583333,-5,22990.864933,530794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.666667,-5,22924.198267,529294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.75,-5,22857.5316,527794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.833333,-5,22790.864933,526294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,13.916667,-5,22724.198267,524794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14,-5,22657.5316,523294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.083333,-5,22590.864933,521794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.166667,-5,22524.198267,520294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.25,-5,22457.5316,518794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.333333,-5,22390.864933,517294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.416667,-5,22324.198267,515794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.5,-5,22257.5316,514294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.583333,-5,22190.864933,512794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.666667,-5,22124.198267,511294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.75,-5,22057.5316,509794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.833333,-5,21990.864933,508294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,14.916667,-5,21924.198267,506794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15,-5,21857.5316,505294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.083333,-5,21790.864933,503794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.166667,-5,21724.198267,502294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.25,-5,21657.5316,500794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.333333,-5,21590.864933,499294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.416667,-5,21524.198267,497794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.5,-5,21457.5316,496294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.583333,-5,21390.864933,494794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.666667,-5,21324.198267,493294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.75,-5,21257.5316,491794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.833333,-5,21190.864933,490294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,15.916667,-5,21124.198267,488794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16,-5,21057.5316,487294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.083333,-5,20990.864933,485794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.166667,-5,20924.198267,484294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.25,-5,20857.5316,482794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.333333,-5,20790.864933,481294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.416667,-5,20724.198267,479794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.5,-5,20657.5316,478294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.583333,-5,20590.864933,476794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.666667,-5,20524.198267,475294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.75,-5,20457.5316,473794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.833333,-5,20390.864933,472294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,16.916667,-5,20324.198267,470794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17,-5,20257.5316,469294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.083333,-5,20190.864933,467794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.166667,-5,20124.198267,466294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.25,-5,20057.5316,464794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.333333,-5,19990.864933,463294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.416667,-5,19924.198267,461794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.5,-5,19857.5316,460294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.583333,-5,19790.864933,458794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.666667,-5,19724.198267,457294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.75,-5,19657.5316,455794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.833333,-5,19590.864933,454294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,17.916667,-5,19524.198267,452794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18,-5,19457.5316,451294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.083333,-5,19390.864933,449794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.166667,-5,19324.198267,448294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.25,-5,19257.5316,446794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.333333,-5,19190.864933,445294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.416667,-5,19124.198267,443794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.5,-5,19057.5316,442294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.583333,-5,18990.864933,440794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.666667,-5,18924.198267,439294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.75,-5,18857.5316,437794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.833333,-5,18790.864933,436294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,18.916667,-5,18724.198267,434794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19,-5,18657.5316,433294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.083333,-5,18590.864933,431794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.166667,-5,18524.198267,430294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.25,-5,18457.5316,428794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.333333,-5,18390.864933,427294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.416667,-5,18324.198267,425794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.5,-5,18257.5316,424294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.583333,-5,18190.864933,422794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.666667,-5,18124.198267,421294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.75,-5,18057.5316,419794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.833333,-5,17990.864933,418294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,19.916667,-5,17924.198267,416794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20,-5,17857.5316,415294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.083333,-5,17790.864933,413794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.166667,-5,17724.198267,412294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.25,-5,17657.5316,410794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.333333,-5,17590.864933,409294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.416667,-5,17524.198267,407794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.5,-5,17457.5316,406294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.583333,-5,17390.864933,404794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.666667,-5,17324.198267,403294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.75,-5,17257.5316,401794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.833333,-5,17190.864933,400294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,20.916667,-5,17124.198267,398794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21,-5,17057.5316,397294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.083333,-5,16990.864933,395794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.166667,-5,16924.198267,394294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.25,-5,16857.5316,392794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.333333,-5,16790.864933,391294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.416667,-5,16724.198267,389794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.5,-5,16657.5316,388294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.583333,-5,16590.864933,386794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.666667,-5,16524.198267,385294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.75,-5,16457.5316,383794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.833333,-5,16390.864933,382294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,21.916667,-5,16324.198267,380794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22,-5,16257.5316,379294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.083333,-5,16190.864933,377794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.166667,-5,16124.198267,376294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.25,-5,16057.5316,374794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.333333,-5,15990.864933,373294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.416667,-5,15924.198267,371794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.5,-5,15857.5316,370294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.583333,-5,15790.864933,368794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.666667,-5,15724.198267,367294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.75,-5,15657.5316,365794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.833333,-5,15590.864933,364294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,22.916667,-5,15524.198267,362794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23,-5,15457.5316,361294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.083333,-5,15390.864933,359794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.166667,-5,15324.198267,358294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.25,-5,15257.5316,356794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.333333,-5,15190.864933,355294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.416667,-5,15124.198267,353794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.5,-5,15057.5316,352294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.583333,-5,14990.864933,350794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.666667,-5,14924.198267,349294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.75,-5,14857.5316,347794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.833333,-5,14790.864933,346294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,23.916667,-5,14724.198267,344794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,24,-5,14657.5316,343294.461,0,300,false,,
recovery,synthetic-recovery,ti-2h,0.083333,-5,34914.417597,2120958.211,-0.000683,300,false,,
recovery,synthetic-recovery,ti-2h,0.166667,-5,34866.625737,2119458.211,-0.000585,300,false,,
recovery,synthetic-recovery,ti-2h,0.25,-5,34824.569462,2117958.211,-0.000502,300,false,,
recovery,synthetic-recovery,ti-2h,0.333333,-5,34786.809501,2116458.211,-0.00043,300,false,,
recovery,synthetic-recovery,ti-2h,0.416667,-5,34752.26717,2114958.211,-0.000369,300,false,,
recovery,synthetic-recovery,ti-2h,0.5,-5,34720.134112,2113458.211,-0.000316,300,false,,
recovery,synthetic-recovery,ti-2h,0.583333,-5,34689.804625,2111958.211,-0.000271,300,false,,
recovery,synthetic-recovery,ti-2h,0.666667,-5,34660.824915,2110458.211,-0.000232,300,false,,
recovery,synthetic-recovery,ti-2h,0.75,-5,34632.855052,2108958.211,-0.000199,300,false,,
recovery,synthetic-recovery,ti-2h,0.833333,-5,34605.640442,2107458.211,-0.000171,300,false,,
recovery,synthetic-recovery,ti-2h,0.916667,-5,34578.990446,2105958.211,-0.000146,300,false,,
recovery,synthetic-recovery,ti-2h,1,-5,34552.762343,2104458.211,-0.000125,300,false,,
recovery,synthetic-recovery,ti-2h,1.083333,-5,34526.849319,2102958.211,-0.000107,300,false,,
recovery,synthetic-recovery,ti-2h,1.166667,-5,34501.171454,2101458.211,-0.000092,300,false,,
recovery,synthetic-recovery,ti-2h,1.25,-5,34475.668971,2099958.211,-0.000079,300,false,,
recovery,synthetic-recovery,ti-2h,1.333333,-5,34450.29718,2098458.211,-0.000068,300,false,,
recovery,synthetic-recovery,ti-2h,1.416667,-5,34425.022684,2096958.211,-0.000058,300,false,,
recovery,synthetic-recovery,ti-2h,1.5,-5,34399.820537,2095458.211,-0.00005,300,false,,
recovery,synthetic-recovery,ti-2h,1.583333,-5,34374.672121,2093958.211,-0.000043,300,false,,
recovery,synthetic-recovery,ti-2h,1.666667,-5,34349.563546,2092458.211,-0.000036,300,false,,
recovery,synthetic-recovery,ti-2h,1.75,-5,34324.484461,2090958.211,-0.000031,300,false,,
recovery,synthetic-recovery,ti-2h,1.833333,-5,34299.427159,2089458.211,-0.000027,300,false,,
recovery,synthetic-recovery,ti-2h,1.916667,-5,34274.385905,2087958.211,-0.000023,300,false,,
recovery,synthetic-recovery,ti-2h,2,-5,34249.356443,2086458.211,-0.00002,300,false,,
recovery,synthetic-recovery,ti-2h,2.083333,-5,34224.335613,2084958.211,-0.000017,300,false,,
recovery,synthetic-recovery,ti-2h,2.166667,-5,34199.321075,2083458.211,-0.000014,300,false,,
recovery,synthetic-recovery,ti-2h,2.25,-5,34174.311103,2081958.211,-0.000012,300,false,,
recovery,synthetic-recovery,ti-2h,2.333333,-5,34149.304421,2080458.211,-0.000011,300,false,,
recovery,synthetic-recovery,ti-2h,2.416667,-5,34124.300093,2078958.211,-0.000009,300,false,,
recovery,synthetic-recovery,ti-2h,2.5,-5,34099.297434,2077458.211,-0.000008,300,false,,
recovery,synthetic-recovery,ti-2h,2.583333,-5,34074.295941,2075958.211,-0.000007,300,false,,
recovery,synthetic-recovery,ti-2h,2.666667,-5,34049.295252,2074458.211,-0.000006,300,false,,
recovery,synthetic-recovery,ti-2h,2.75,-5,34024.295104,2072958.211,-0.000005,300,false,,
recovery,synthetic-recovery,ti-2h,2.833333,-5,33999.29531,2071458.211,-0.000004,300,false,,
recovery,synthetic-recovery,ti-2h,2.916667,-5,33974.295735,2069958.211,-0.000004,300,false,,
recovery,synthetic-recovery,ti-2h,3,-5,33949.296286,2068458.211,-0.000003,300,false,,
recovery,synthetic-recovery,ti-2h,3.083333,-5,33924.296899,2066958.211,-0.000003,300,false,,
recovery,synthetic-recovery,ti-2h,3.166667,-5,33899.297529,2065458.211,-0.000002,300,false,,
recovery,synthetic-recovery,ti-2h,3.25,-5,33874.298148,2063958.211,-0.000002,300,false,,
recovery,synthetic-recovery,ti-2h,3.333333,-5,33849.298737,2062458.211,-0.000002,300,false,,
recovery,synthetic-recovery,ti-2h,3.416667,-5,33824.299287,2060958.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.5,-5,33799.299792,2059458.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.583333,-5,33774.300249,2057958.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.666667,-5,33749.30066,2056458.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.75,-5,33724.301026,2054958.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.833333,-5,33699.30135,2053458.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,3.916667,-5,33674.301636,2051958.211,-0.000001,300,false,,
recovery,synthetic-recovery,ti-2h,4,-5,33649.301887,2050458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.083333,-5,33624.302106,2048958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.166667,-5,33599.302298,2047458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.25,-5,33574.302464,2045958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.333333,-5,33549.302609,2044458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.416667,-5,33524.302735,2042958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.5,-5,33499.302843,2041458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.583333,-5,33474.302937,2039958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.666667,-5,33449.303018,2038458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.75,-5,33424.303088,2036958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.833333,-5,33399.303148,2035458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,4.916667,-5,33374.3032,2033958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5,-5,33349.303245,2032458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.083333,-5,33324.303283,2030958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.166667,-5,33299.303316,2029458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.25,-5,33274.303345,2027958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.333333,-5,33249.303369,2026458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.416667,-5,33224.30339,2024958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.5,-5,33199.303408,2023458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.583333,-5,33174.303423,2021958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.666667,-5,33149.303437,2020458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.75,-5,33124.303448,2018958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.833333,-5,33099.303458,2017458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,5.916667,-5,33074.303466,2015958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,6,-5,33049.303473,2014458.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,6.083333,-5,33024.30348,2012958.211,0,300,false,,
recovery,synthetic-recovery,ti-2h,6.166667,-5,32999.303485,2011458.211,0,300,false,,
